Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 26_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1788,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,32,1992,8.0,3,23,9,39.1,2.87,1.12,0.00,0.00,18.2,0,3,3,4.2,1.8,0.08,-1.2,-1.8,Matches
1789,Matias Moreno,ar ARG,DF,Fiorentina,it Serie A,20,2003,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1790,Xavier Moreno,es ESP,FW,Valladolid,es La Liga,19,2004,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1791,Tete Morente,es ESP,"FW,MF",Lecce,it Serie A,27,1996,22.5,3,41,13,31.7,1.83,0.58,0.07,0.23,20.8,0,0,0,2.9,2.9,0.07,+0.1,+0.1,Matches
1792,Mateu Morey,es ESP,DF,Mallorca,es La Liga,24,2000,8.2,0,3,1,33.3,0.36,0.12,0.00,0.00,19.9,0,0,0,0.4,0.4,0.14,-0.4,-0.4,Matches
1793,Ilaix Moriba,gn GUI,MF,Celta Vigo,es La Liga,21,2003,23.7,1,34,11,32.4,1.44,0.46,0.03,0.09,23.7,0,0,0,1.7,1.7,0.05,-0.7,-0.7,Matches
1794,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,25,1999,14.9,0,11,1,9.1,0.74,0.07,0.00,0.00,22.2,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
1795,Nikola Moro,hr CRO,MF,Bologna,it Serie A,26,1998,13.4,0,14,2,14.3,1.04,0.15,0.00,0.00,26.1,1,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
1796,Raúl Moro,es ESP,"MF,FW",Valladolid,es La Liga,21,2002,26.0,4,46,16,34.8,1.77,0.62,0.09,0.25,17.8,0,0,0,4.1,4.1,0.09,-0.1,-0.1,Matches
1797,Sam Morsy,eg EGY,MF,Ipswich Town,eng Premier League,32,1991,30.6,1,13,3,23.1,0.43,0.10,0.08,0.33,27.2,0,0,0,0.4,0.4,0.03,+0.6,+0.6,Matches
1798,Gabriel Moscardo,br BRA,"MF,DF",Reims,fr Ligue 1,18,2005,0.9,0,2,0,0.0,2.14,0.00,0.00,,20.6,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
1799,Cristhian Mosquera,es ESP,DF,Valencia,es La Liga,20,2004,36.9,1,5,2,40.0,0.14,0.05,0.20,0.50,10.5,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Matches
1800,Daniel Mosquera,co COL,FW,Hellas Verona,it Serie A,24,1999,15.3,5,57,15,26.3,3.73,0.98,0.09,0.33,13.5,0,0,0,6.6,6.6,0.12,-1.6,-1.6,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1801,Yerson Mosquera,co COL,DF,Wolves,eng Premier League,23,2001,4.9,0,2,0,0.0,0.41,0.00,0.00,,12.4,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Matches
1802,Dany Mota,pt POR,"FW,MF",Monza,it Serie A,26,1998,23.4,5,42,11,26.2,1.80,0.47,0.12,0.45,13.1,0,0,0,5.1,5.1,0.12,-0.1,-0.1,Matches
1803,Yael Mouanga,fr FRA,DF,Montpellier,fr Ligue 1,19,2005,10.5,0,1,0,0.0,0.10,0.00,0.00,,5.4,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
1804,Aimen Moueffek,fr FRA,MF,Saint-Étienne,fr Ligue 1,23,2001,11.5,0,10,2,20.0,0.87,0.17,0.00,0.00,15.6,0,0,0,1.1,1.1,0.11,-1.1,-1.1,Matches
1805,Youssoufa Moukoko,de GER,"FW,MF",Nice,fr Ligue 1,19,2004,2.3,2,6,2,33.3,2.65,0.88,0.33,1.00,11.6,0,0,0,2.2,2.2,0.37,-0.2,-0.2,Matches
1806,Steve Mounié,bj BEN,"FW,MF",Augsburg,de Bundesliga,29,1994,3.9,1,22,7,31.8,5.71,1.82,0.05,0.14,10.5,0,0,0,3.2,3.2,0.15,-2.2,-2.2,Matches
1807,Mason Mount,eng ENG,MF,Manchester Utd,eng Premier League,25,1999,6.9,1,20,9,45.0,2.89,1.30,0.05,0.11,15.0,0,0,0,3.2,3.2,0.17,-2.2,-2.2,Matches
1808,Santiago Mouriño,uy URU,DF,Alavés,es La Liga,22,2002,20.5,0,13,3,23.1,0.63,0.15,0.00,0.00,15.5,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
1809,Louis Mouton,fr FRA,MF,Saint-Étienne,fr Ligue 1,22,2002,11.6,0,19,3,15.8,1.64,0.26,0.00,0.00,22.5,0,0,0,1.3,1.3,0.07,-1.3,-1.3,Matches
1810,Divin Mubama,eng ENG,FW,Manchester City,eng Premier League,19,2004,0.3,0,1,0,0.0,3.21,0.00,0.00,,17.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
1811,Mykhailo Mudryk,ua UKR,FW,Chelsea,eng Premier League,23,2001,1.7,0,1,1,100.0,0.60,0.60,0.00,0.00,11.6,0,0,0,0.3,0.3,0.25,-0.3,-0.3,Matches
1812,Ngal'Ayel Mukau,cd COD,MF,Lille,fr Ligue 1,19,2004,13.2,0,11,2,18.2,0.83,0.15,0.00,0.00,22.3,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
1813,Nordi Mukiele,fr FRA,DF,Leverkusen,de Bundesliga,26,1997,10.0,1,7,3,42.9,0.70,0.30,0.14,0.33,15.8,0,0,0,1.4,1.4,0.20,-0.4,-0.4,Matches
1814,Florian Müller,de GER,GK,Freiburg,de Bundesliga,26,1997,8.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1815,Kevin Müller,de GER,GK,Heidenheim,de Bundesliga,33,1991,32.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1816,Marius Müller,de GER,GK,Wolfsburg,de Bundesliga,31,1993,5.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1817,Thomas Müller,de GER,"MF,FW",Bayern Munich,de Bundesliga,34,1989,13.6,1,30,11,36.7,2.20,0.81,0.03,0.09,15.9,0,0,0,3.8,3.8,0.13,-2.8,-2.8,Matches
1818,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,26,1998,22.4,2,10,3,30.0,0.45,0.13,0.20,0.67,12.9,0,0,0,0.6,0.6,0.06,+1.4,+1.4,Matches
1819,Marshall Munetsi,zw ZIM,"MF,FW",Wolves,eng Premier League,28,1996,12.0,2,22,7,31.8,1.84,0.58,0.09,0.29,15.0,0,0,0,3.3,3.3,0.15,-1.3,-1.3,Matches
1820,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,28,1996,18.8,4,32,10,31.3,1.70,0.53,0.13,0.40,13.2,0,0,0,4.0,4.0,0.12,0.0,0.0,Matches
1821,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,23,2001,10.7,8,39,19,48.7,3.64,1.77,0.21,0.42,12.0,0,0,0,5.8,5.8,0.15,+2.2,+2.2,Matches
1822,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,26,1997,12.2,0,6,0,0.0,0.49,0.00,0.00,,30.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1823,Álex Muñoz,es ESP,DF,Las Palmas,es La Liga,30,1994,15.7,3,9,5,55.6,0.57,0.32,0.33,0.60,14.5,0,0,0,0.9,0.9,0.10,+2.1,+2.1,Matches
1824,Daniel Muñoz,co COL,DF,Crystal Palace,eng Premier League,28,1996,35.9,4,37,14,37.8,1.03,0.39,0.11,0.29,12.7,0,0,0,4.9,4.9,0.13,-0.9,-0.9,Matches
1825,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,21,2002,6.8,0,11,0,0.0,1.62,0.00,0.00,,23.8,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1826,Javier Muñoz,es ESP,"MF,DF",Las Palmas,es La Liga,29,1995,28.8,1,25,6,24.0,0.87,0.21,0.04,0.17,21.8,0,0,0,1.3,1.3,0.05,-0.3,-0.3,Matches
1827,Víctor Muñoz,es ESP,"FW,DF",Real Madrid,es La Liga,21,2003,0.4,0,1,0,0.0,2.50,0.00,0.00,,15.3,0,0,0,0.5,0.5,0.49,-0.5,-0.5,Matches
1828,Arijanet Muric,xk KVX,GK,Ipswich Town,eng Premier League,25,1998,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1829,Murillo,br BRA,DF,Nott'ham Forest,eng Premier League,22,2002,35.4,2,25,6,24.0,0.71,0.17,0.08,0.33,21.9,3,0,0,1.4,1.4,0.06,+0.6,+0.6,Matches
1830,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,30,1994,22.9,7,52,16,30.8,2.27,0.70,0.10,0.31,12.3,0,2,3,9.7,7.3,0.14,-2.7,-2.3,Matches
1831,Jacob Murphy,eng ENG,FW,Newcastle Utd,eng Premier League,29,1995,26.2,8,43,15,34.9,1.64,0.57,0.19,0.53,18.2,0,0,0,5.7,5.7,0.13,+2.3,+2.3,Matches
1832,Bob Murphy Omoregbe,it ITA,MF,Milan,it Serie A,20,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1833,Yunus Musah,us USA,"MF,FW",Milan,it Serie A,21,2002,17.5,0,22,5,22.7,1.26,0.29,0.00,0.00,19.5,0,0,0,1.9,1.9,0.09,-1.9,-1.9,Matches
1834,Jamal Musiala,de GER,MF,Bayern Munich,de Bundesliga,21,2003,20.0,12,68,31,45.6,3.40,1.55,0.18,0.39,15.1,0,0,0,9.3,9.3,0.14,+2.7,+2.7,Matches
1835,Florent Muslija,xk KVX,"FW,MF",Freiburg,de Bundesliga,26,1998,1.9,0,3,2,66.7,1.61,1.07,0.00,0.00,20.9,1,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
1836,Almoatasem Al Musrati,ly LBY,MF,Monaco,fr Ligue 1,28,1996,4.3,1,11,3,27.3,2.56,0.70,0.09,0.33,18.4,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
1837,Juan Musso,ar ARG,GK,Atalanta,it Serie A,30,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1838,Juan Musso,ar ARG,GK,Atlético Madrid,es La Liga,30,1994,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1839,Kingstone Mutandwa,zm ZAM,"FW,MF",Cagliari,it Serie A,21,2003,1.4,0,4,0,0.0,2.83,0.00,0.00,,17.8,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
1840,Junior Mwanga,fr FRA,MF,Le Havre,fr Ligue 1,21,2003,10.6,1,16,3,18.8,1.51,0.28,0.06,0.33,19.5,2,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
1841,Junior Mwanga,fr FRA,MF,Strasbourg,fr Ligue 1,21,2003,3.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1842,Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,30,1994,29.0,1,21,4,19.0,0.72,0.14,0.05,0.25,16.4,0,0,0,1.5,1.5,0.07,-0.5,-0.5,Matches
1843,Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,25,1999,34.2,1,14,1,7.1,0.41,0.03,0.07,1.00,20.6,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
1844,Joakim Mæhle,dk DEN,DF,Wolfsburg,de Bundesliga,27,1997,24.3,3,18,7,38.9,0.74,0.29,0.17,0.43,17.6,0,0,0,2.0,2.0,0.11,+1.0,+1.0,Matches
1845,Obite N'Dicka,ci CIV,DF,Roma,it Serie A,24,1999,38.0,0,18,5,27.8,0.47,0.13,0.00,0.00,11.2,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
1846,Konan N'dri,ci CIV,"FW,MF",Lecce,it Serie A,23,2000,3.4,0,9,2,22.2,2.65,0.59,0.00,0.00,19.2,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
1847,Loïc N'Gatta,fr FRA,DF,Auxerre,fr Ligue 1,20,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1848,Nathan N'Goumou,cm CMR,FW,Gladbach,de Bundesliga,24,2000,9.2,2,24,13,54.2,2.61,1.41,0.08,0.15,15.4,0,0,0,1.9,1.9,0.08,+0.1,+0.1,Matches
1849,Djylian N'Guessan,fr FRA,FW,Saint-Étienne,fr Ligue 1,15,2008,2.0,0,3,0,0.0,1.49,0.00,0.00,,11.5,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches
1850,Stanley N'Soki,fr FRA,DF,Hoffenheim,de Bundesliga,25,1999,14.5,0,3,1,33.3,0.21,0.07,0.00,0.00,18.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1851,Mickael Nade,fr FRA,DF,Saint-Étienne,fr Ligue 1,25,1999,25.6,1,5,2,40.0,0.20,0.08,0.20,0.50,13.5,0,0,0,0.7,0.7,0.14,+0.3,+0.3,Matches
1852,Bilal Nadir,ma MAR,MF,Marseille,fr Ligue 1,20,2003,4.3,1,8,3,37.5,1.88,0.70,0.13,0.33,18.4,1,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
1853,Mahamadou Nagida,cm CMR,DF,Rennes,fr Ligue 1,19,2005,4.8,2,6,3,50.0,1.26,0.63,0.33,0.67,16.6,1,0,0,1.5,1.5,0.25,+0.5,+0.5,Matches
1854,Keito Nakamura,jp JPN,"FW,MF",Reims,fr Ligue 1,24,2000,29.4,11,84,32,38.1,2.85,1.09,0.13,0.34,16.8,1,0,0,9.1,9.1,0.11,+1.9,+1.9,Matches
1855,Sebastian Nanasi,se SWE,"MF,FW",Strasbourg,fr Ligue 1,22,2002,23.4,6,28,12,42.9,1.20,0.51,0.21,0.50,12.4,1,0,0,6.5,6.5,0.23,-0.5,-0.5,Matches
1856,Yael Nandjou,fr FRA,DF,Nice,fr Ligue 1,19,2005,1.7,0,1,0,0.0,0.58,0.00,0.00,,7.5,0,0,0,0.2,0.2,0.22,-0.2,-0.2,Matches
1857,Nikolas Nartey,dk DEN,MF,Stuttgart,de Bundesliga,24,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1858,Matija Nastasić,rs SRB,DF,Leganés,es La Liga,31,1993,23.4,1,2,1,50.0,0.09,0.04,0.50,1.00,11.7,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches
1859,Natan,br BRA,DF,Betis,es La Liga,23,2001,24.2,1,9,4,44.4,0.37,0.17,0.11,0.25,13.9,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
1860,Pau Navarro,es ESP,DF,Villarreal,es La Liga,19,2005,10.2,0,1,0,0.0,0.10,0.00,0.00,,30.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1861,Roberto Navarro,es ESP,"MF,FW",Mallorca,es La Liga,22,2002,14.2,1,18,6,33.3,1.27,0.42,0.06,0.17,16.2,0,0,0,2.0,2.0,0.11,-1.0,-1.0,Matches
1862,Jesús Navas,es ESP,"FW,MF",Sevilla,es La Liga,38,1985,4.7,1,3,2,66.7,0.64,0.42,0.33,0.50,14.9,0,0,0,0.5,0.5,0.18,+0.5,+0.5,Matches
1863,Michel Ndary Adopo,fr FRA,MF,Cagliari,it Serie A,24,2000,26.8,1,20,4,20.0,0.75,0.15,0.05,0.25,15.2,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
1864,Youssouf Ndayishimiye,bi BDI,DF,Nice,fr Ligue 1,25,1998,21.5,3,11,4,36.4,0.51,0.19,0.27,0.75,15.0,0,0,0,0.9,0.9,0.08,+2.1,+2.1,Matches
1865,Iliman Ndiaye,sn SEN,FW,Everton,eng Premier League,24,2000,27.0,9,35,15,42.9,1.30,0.56,0.20,0.47,17.1,0,2,2,6.2,4.7,0.13,+2.8,+2.3,Matches
1866,Junior Ndiaye,fr FRA,FW,Montpellier,fr Ligue 1,19,2005,4.9,0,5,2,40.0,1.02,0.41,0.00,0.00,16.2,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
1867,Rassoul Ndiaye,sn SEN,MF,Le Havre,fr Ligue 1,22,2001,11.8,1,18,5,27.8,1.53,0.42,0.06,0.20,18.1,0,0,0,1.7,1.7,0.10,-0.7,-0.7,Matches
1868,Wilfred Ndidi,ng NGA,MF,Leicester City,eng Premier League,27,1996,25.8,0,22,8,36.4,0.85,0.31,0.00,0.00,13.9,0,0,0,2.0,2.0,0.09,-2.0,-2.0,Matches
1869,Wilfried Ndollo,cm CMR,DF,Montpellier,fr Ligue 1,19,2005,4.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1870,Tanguy Ndombele,fr FRA,MF,Nice,fr Ligue 1,27,1996,12.6,1,11,2,18.2,0.88,0.16,0.09,0.50,13.8,0,0,0,2.4,2.4,0.21,-1.4,-1.4,Matches
1871,Cher Ndour,it ITA,"MF,DF",Fiorentina,it Serie A,20,2004,4.5,0,4,0,0.0,0.89,0.00,0.00,,20.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1872,Dan Ndoye,ch SUI,FW,Bologna,it Serie A,23,2000,23.8,8,50,17,34.0,2.10,0.71,0.12,0.35,17.5,0,2,2,7.0,5.4,0.11,+1.0,+0.6,Matches
1873,Paul Nebel,de GER,MF,Mainz 05,de Bundesliga,21,2002,26.1,10,44,18,40.9,1.69,0.69,0.23,0.56,17.1,0,0,0,5.8,5.8,0.13,+4.2,+4.2,Matches
1874,Kosta Nedeljković,rs SRB,DF,Aston Villa,eng Premier League,18,2005,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1875,Kosta Nedeljković,rs SRB,DF,RB Leipzig,de Bundesliga,18,2005,5.3,0,4,0,0.0,0.75,0.00,0.00,,16.1,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1876,Loïc Nego,hu HUN,"DF,FW",Le Havre,fr Ligue 1,33,1991,27.3,0,11,2,18.2,0.40,0.07,0.00,0.00,17.1,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
1877,Ivan Nekić,hr CRO,DF,Holstein Kiel,de Bundesliga,23,2000,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1878,Reiss Nelson,eng ENG,FW,Arsenal,eng Premier League,24,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1879,Reiss Nelson,eng ENG,FW,Fulham,eng Premier League,24,1999,5.4,1,12,6,50.0,2.22,1.11,0.08,0.17,15.4,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
1880,Victor Nelsson,dk DEN,DF,Roma,it Serie A,25,1998,2.1,0,1,0,0.0,0.48,0.00,0.00,,14.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1881,David Nemeth,at AUT,DF,St. Pauli,de Bundesliga,23,2001,23.7,0,5,1,20.0,0.21,0.04,0.00,0.00,18.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1882,David Neres,br BRA,FW,Napoli,it Serie A,27,1997,14.3,2,29,7,24.1,2.03,0.49,0.07,0.29,18.1,0,0,0,2.7,2.7,0.09,-0.7,-0.7,Matches
1883,Neto,br BRA,GK,Bournemouth,eng Premier League,35,1989,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1884,Pedro Neto,pt POR,FW,Chelsea,eng Premier League,24,2000,25.2,4,59,17,28.8,2.34,0.67,0.07,0.24,18.2,0,0,0,3.5,3.5,0.06,+0.5,+0.5,Matches
1885,Luca Netz,de GER,DF,Gladbach,de Bundesliga,21,2003,10.8,0,3,0,0.0,0.28,0.00,0.00,,15.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
1886,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,38,1986,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1887,Florian Neuhaus,de GER,MF,Gladbach,de Bundesliga,27,1997,4.2,0,9,3,33.3,2.12,0.71,0.00,0.00,20.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
1888,João Neves,pt POR,"MF,DF",Paris S-G,fr Ligue 1,19,2004,20.5,3,28,11,39.3,1.37,0.54,0.11,0.27,13.7,0,0,0,3.0,3.0,0.11,0.0,0.0,Matches
1889,Yvan Neyou,cm CMR,MF,Leganés,es La Liga,27,1997,25.7,1,16,3,18.8,0.62,0.12,0.06,0.33,25.8,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
1890,Cyril Ngonge,be BEL,FW,Napoli,it Serie A,24,2000,2.4,0,13,6,46.2,5.42,2.50,0.00,0.00,20.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
1891,Mikayil Ngor Faye,sn SEN,DF,Rennes,fr Ligue 1,20,2004,7.6,0,6,3,50.0,0.78,0.39,0.00,0.00,16.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
1892,Steve Ngoura,fr FRA,FW,Le Havre,fr Ligue 1,19,2005,3.2,0,10,2,20.0,3.11,0.62,0.00,0.00,11.9,0,0,0,1.3,1.3,0.13,-1.3,-1.3,Matches
1893,Bernard Nguene,cm CMR,FW,Nice,fr Ligue 1,17,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1894,Moussa Niakhate,sn SEN,DF,Lyon,fr Ligue 1,28,1996,30.3,0,2,1,50.0,0.07,0.03,0.00,0.00,7.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
1895,Abdoulaye Niakhate Ndiaye,sn SEN,DF,Brest,fr Ligue 1,22,2002,19.0,1,11,2,18.2,0.58,0.11,0.09,0.50,9.1,0,0,0,1.0,1.0,0.09,0.0,0.0,Matches
1896,Ibrahima Niane,sn SEN,FW,Angers,fr Ligue 1,25,1999,10.5,3,29,10,34.5,2.77,0.95,0.07,0.20,14.6,0,1,1,5.7,4.9,0.17,-2.7,-2.9,Matches
1897,Tanguy Nianzou,fr FRA,DF,Sevilla,es La Liga,22,2002,5.8,0,2,0,0.0,0.35,0.00,0.00,,8.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
1898,Rasmus Nicolaisen,dk DEN,DF,Toulouse,fr Ligue 1,27,1997,6.9,0,5,0,0.0,0.72,0.00,0.00,,8.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
1899,Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,26,1997,18.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1900,Hans Nicolussi Caviglia,it ITA,MF,Venezia,it Serie A,24,2000,31.8,4,53,20,37.7,1.67,0.63,0.08,0.20,27.0,19,0,0,2.4,2.4,0.04,+1.6,+1.6,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1901,Julian Niehues,de GER,MF,Heidenheim,de Bundesliga,23,2001,1.7,0,2,1,50.0,1.17,0.58,0.00,0.00,13.4,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
1902,Oliver Nielsen,dk DEN,DF,Lazio,it Serie A,21,2003,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1903,Saúl Ñíguez,es ESP,MF,Sevilla,es La Liga,29,1994,17.3,1,42,9,21.4,2.43,0.52,0.02,0.11,19.2,2,0,0,2.8,2.8,0.07,-1.8,-1.8,Matches
1904,Eybi Nije,se SWE,"FW,MF",Torino,it Serie A,19,2005,4.4,1,9,5,55.6,2.06,1.14,0.11,0.20,18.9,0,0,0,1.5,1.5,0.17,-0.5,-0.5,Matches
1905,Tamás Nikitscher,hu HUN,"MF,DF",Valladolid,es La Liga,24,1999,9.5,0,2,1,50.0,0.21,0.10,0.00,0.00,20.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1906,Adrian Niño,es ESP,FW,Atlético Madrid,es La Liga,20,2004,0.1,0,2,0,0.0,15.00,0.00,0.00,,13.9,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
1907,Justin Njinmah,de GER,"FW,MF",Werder Bremen,de Bundesliga,23,2000,10.6,3,31,8,25.8,2.93,0.76,0.10,0.38,14.6,0,0,0,3.7,3.7,0.12,-0.7,-0.7,Matches
1908,Eddie Nketiah,eng ENG,"FW,MF",Crystal Palace,eng Premier League,25,1999,11.5,3,43,16,37.2,3.74,1.39,0.07,0.19,13.8,0,0,0,5.7,5.7,0.13,-2.7,-2.7,Matches
1909,Niels Nkounkou,fr FRA,"DF,MF",Eint Frankfurt,de Bundesliga,23,2000,4.2,0,4,0,0.0,0.94,0.00,0.00,,22.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1910,Christopher Nkunku,fr FRA,FW,Chelsea,eng Premier League,26,1997,10.2,3,25,11,44.0,2.44,1.07,0.12,0.27,12.6,0,0,0,4.8,4.8,0.19,-1.8,-1.8,Matches
1911,Felix Nmecha,de GER,MF,Dortmund,de Bundesliga,23,2000,16.8,4,18,6,33.3,1.07,0.36,0.22,0.67,20.5,0,0,0,1.3,1.3,0.07,+2.7,+2.7,Matches
1912,Lukas Nmecha,de GER,"FW,MF",Wolfsburg,de Bundesliga,25,1998,5.2,3,20,9,45.0,3.85,1.73,0.15,0.33,14.2,0,0,0,4.5,4.5,0.23,-1.5,-1.5,Matches
1913,Arnaud Nordin,fr FRA,FW,Montpellier,fr Ligue 1,26,1998,13.0,4,26,11,42.3,2.01,0.85,0.12,0.27,18.2,0,1,2,4.1,2.5,0.10,-0.1,+0.5,Matches
1914,Arnaud Nordin,fr FRA,"DF,MF",Mainz 05,de Bundesliga,26,1998,0.9,0,1,0,0.0,1.13,0.00,0.00,,25.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
